filepath,emotion,dataset,speaker_id,duration,processed_path,mfcc_path,melspec_path
data/raw/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-01-01-01-01-01.wav,neutral,RAVDESS,RAVDESS_01,3.3032916666666665,data/processed/audio_16k/RAVDESS_03-01-01-01-01-01-01.wav,data/features/mfcc/RAVDESS_03-01-01-01-01-01-01.npy,data/features/melspec/RAVDESS_03-01-01-01-01-01-01.npy
data/raw/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-01-01-01-02-01.wav,neutral,RAVDESS,RAVDESS_01,3.3366666666666664,data/processed/audio_16k/RAVDESS_03-01-01-01-01-02-01.wav,data/features/mfcc/RAVDESS_03-01-01-01-01-02-01.npy,data/features/melspec/RAVDESS_03-01-01-01-01-02-01.npy
data/raw/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-01-01-02-01-01.wav,neutral,RAVDESS,RAVDESS_01,3.2699166666666666,data/processed/audio_16k/RAVDESS_03-01-01-01-02-01-01.wav,data/features/mfcc/RAVDESS_03-01-01-01-02-01-01.npy,data/features/melspec/RAVDESS_03-01-01-01-02-01-01.npy
data/raw/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-01-01-02-02-01.wav,neutral,RAVDESS,RAVDESS_01,3.169833333333333,data/processed/audio_16k/RAVDESS_03-01-01-01-02-02-01.wav,data/features/mfcc/RAVDESS_03-01-01-01-02-02-01.npy,data/features/melspec/RAVDESS_03-01-01-01-02-02-01.npy
data/raw/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-03-01-01-01-01.wav,happy,RAVDESS,RAVDESS_01,3.470145833333333,data/processed/audio_16k/RAVDESS_03-01-03-01-01-01-01.wav,data/features/mfcc/RAVDESS_03-01-03-01-01-01-01.npy,data/features/melspec/RAVDESS_03-01-03-01-01-01-01.npy
data/raw/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-03-01-01-02-01.wav,happy,RAVDESS,RAVDESS_01,3.470125,data/processed/audio_16k/RAVDESS_03-01-03-01-01-02-01.wav,data/features/mfcc/RAVDESS_03-01-03-01-01-02-01.npy,data/features/melspec/RAVDESS_03-01-03-01-01-02-01.npy
data/raw/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-03-01-02-01-01.wav,happy,RAVDESS,RAVDESS_01,3.536854166666666,data/processed/audio_16k/RAVDESS_03-01-03-01-02-01-01.wav,data/features/mfcc/RAVDESS_03-01-03-01-02-01-01.npy,data/features/melspec/RAVDESS_03-01-03-01-02-01-01.npy
data/raw/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-03-01-02-02-01.wav,happy,RAVDESS,RAVDESS_01,3.703708333333333,data/processed/audio_16k/RAVDESS_03-01-03-01-02-02-01.wav,data/features/mfcc/RAVDESS_03-01-03-01-02-02-01.npy,data/features/melspec/RAVDESS_03-01-03-01-02-02-01.npy
data/raw/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-03-02-01-01-01.wav,happy,RAVDESS,RAVDESS_01,3.670333333333333,data/processed/audio_16k/RAVDESS_03-01-03-02-01-01-01.wav,data/features/mfcc/RAVDESS_03-01-03-02-01-01-01.npy,data/features/melspec/RAVDESS_03-01-03-02-01-01-01.npy
data/raw/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-03-02-01-02-01.wav,happy,RAVDESS,RAVDESS_01,3.636958333333333,data/processed/audio_16k/RAVDESS_03-01-03-02-01-02-01.wav,data/features/mfcc/RAVDESS_03-01-03-02-01-02-01.npy,data/features/melspec/RAVDESS_03-01-03-02-01-02-01.npy
data/raw/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-03-02-02-01-01.wav,happy,RAVDESS,RAVDESS_01,3.93725,data/processed/audio_16k/RAVDESS_03-01-03-02-02-01-01.wav,data/features/mfcc/RAVDESS_03-01-03-02-02-01-01.npy,data/features/melspec/RAVDESS_03-01-03-02-02-01-01.npy
data/raw/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-03-02-02-02-01.wav,happy,RAVDESS,RAVDESS_01,3.937270833333333,data/processed/audio_16k/RAVDESS_03-01-03-02-02-02-01.wav,data/features/mfcc/RAVDESS_03-01-03-02-02-02-01.npy,data/features/melspec/RAVDESS_03-01-03-02-02-02-01.npy
data/raw/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-04-01-01-01-01.wav,sad,RAVDESS,RAVDESS_01,3.8371666666666666,data/processed/audio_16k/RAVDESS_03-01-04-01-01-01-01.wav,data/features/mfcc/RAVDESS_03-01-04-01-01-01-01.npy,data/features/melspec/RAVDESS_03-01-04-01-01-01-01.npy
data/raw/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-04-01-01-02-01.wav,sad,RAVDESS,RAVDESS_01,3.5702291666666666,data/processed/audio_16k/RAVDESS_03-01-04-01-01-02-01.wav,data/features/mfcc/RAVDESS_03-01-04-01-01-02-01.npy,data/features/melspec/RAVDESS_03-01-04-01-01-02-01.npy
data/raw/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-04-01-02-01-01.wav,sad,RAVDESS,RAVDESS_01,3.5035,data/processed/audio_16k/RAVDESS_03-01-04-01-02-01-01.wav,data/features/mfcc/RAVDESS_03-01-04-01-02-01-01.npy,data/features/melspec/RAVDESS_03-01-04-01-02-01-01.npy
data/raw/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-04-01-02-02-01.wav,sad,RAVDESS,RAVDESS_01,3.370041666666667,data/processed/audio_16k/RAVDESS_03-01-04-01-02-02-01.wav,data/features/mfcc/RAVDESS_03-01-04-01-02-02-01.npy,data/features/melspec/RAVDESS_03-01-04-01-02-02-01.npy
data/raw/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-04-02-01-01-01.wav,sad,RAVDESS,RAVDESS_01,3.803791666666666,data/processed/audio_16k/RAVDESS_03-01-04-02-01-01-01.wav,data/features/mfcc/RAVDESS_03-01-04-02-01-01-01.npy,data/features/melspec/RAVDESS_03-01-04-02-01-01-01.npy
data/raw/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-04-02-01-02-01.wav,sad,RAVDESS,RAVDESS_01,3.703708333333333,data/processed/audio_16k/RAVDESS_03-01-04-02-01-02-01.wav,data/features/mfcc/RAVDESS_03-01-04-02-01-02-01.npy,data/features/melspec/RAVDESS_03-01-04-02-01-02-01.npy
data/raw/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-04-02-02-01-01.wav,sad,RAVDESS,RAVDESS_01,3.7370833333333335,data/processed/audio_16k/RAVDESS_03-01-04-02-02-01-01.wav,data/features/mfcc/RAVDESS_03-01-04-02-02-01-01.npy,data/features/melspec/RAVDESS_03-01-04-02-02-01-01.npy
data/raw/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-04-02-02-02-01.wav,sad,RAVDESS,RAVDESS_01,3.7370625,data/processed/audio_16k/RAVDESS_03-01-04-02-02-02-01.wav,data/features/mfcc/RAVDESS_03-01-04-02-02-02-01.npy,data/features/melspec/RAVDESS_03-01-04-02-02-02-01.npy
data/raw/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-05-01-01-01-01.wav,angry,RAVDESS,RAVDESS_01,3.8705416666666665,data/processed/audio_16k/RAVDESS_03-01-05-01-01-01-01.wav,data/features/mfcc/RAVDESS_03-01-05-01-01-01-01.npy,data/features/melspec/RAVDESS_03-01-05-01-01-01-01.npy
data/raw/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-05-01-01-02-01.wav,angry,RAVDESS,RAVDESS_01,3.937270833333333,data/processed/audio_16k/RAVDESS_03-01-05-01-01-02-01.wav,data/features/mfcc/RAVDESS_03-01-05-01-01-02-01.npy,data/features/melspec/RAVDESS_03-01-05-01-01-02-01.npy
data/raw/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-05-01-02-01-01.wav,angry,RAVDESS,RAVDESS_01,3.5035,data/processed/audio_16k/RAVDESS_03-01-05-01-02-01-01.wav,data/features/mfcc/RAVDESS_03-01-05-01-02-01-01.npy,data/features/melspec/RAVDESS_03-01-05-01-02-01-01.npy
data/raw/RAVDESS/audio_speech_actors_01-24/Actor_01/03-01-05-01-02-02-01.wav,angry,RAVDESS,RAVDESS_01,3.7370625,data/processed/audio_16k/RAVDESS_03-01-05-01-02-02-01.wav,data/features/mfcc/RAVDESS_03-01-05-01-02-02-01.npy,data/features/melspec/RAVDESS_03-01-05-01-02-02-01.npy
